"Order ID","Order Date","Ship Date","Customer Name","Region","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit","Shipping Delay (Days)"
"ORD-2100","2022-02-15 20:00:00","2022-02-16 20:00:00","Frank","South","Office Supplies","Phones","Printer","505.83","3","0.15","150.4","1"
"ORD-2101","2022-02-15 21:00:00","2022-02-16 21:00:00","Charlie","Central","Technology","Binders","Pen","505.83","7","0.15","150.4","1"
"ORD-2102","2022-02-15 22:00:00","2022-02-16 22:00:00","Eva","South","Technology","Chairs","Stapler","505.83","5","0.15","150.4","1"
"ORD-2103","2022-02-15 23:00:00","2022-02-16 23:00:00","Eva","East","Technology","Storage","Printer","505.83","7","0.15","150.4","1"
"ORD-2104","2022-02-16 00:00:00","2022-02-17 00:00:00","Eva","South","Furniture","Accessories","Desk","505.83","9","0.15","150.4","1"
"ORD-2105","2022-02-16 01:00:00","2022-02-17 01:00:00","Charlie","West","Furniture","Chairs","Printer","505.83","6","0.15","150.4","1"
"ORD-2106","2022-02-16 02:00:00","2022-02-17 02:00:00","Charlie","West","Technology","Tables","Desk","505.83","2","0.15","150.4","1"
"ORD-2107","2022-02-16 03:00:00","2022-02-17 03:00:00","Frank","East","Furniture","Accessories","Monitor","505.83","1","0.15","150.4","1"
"ORD-2108","2022-02-16 04:00:00","2022-02-17 04:00:00","Bob","West","Technology","Phones","Stapler","505.83","1","0.15","150.4","1"
"ORD-2109","2022-02-16 05:00:00","2022-02-17 05:00:00","Frank","West","Furniture","Accessories","Stapler","505.83","9","0.15","150.4","1"
"ORD-2110","2022-02-16 06:00:00","2022-02-17 06:00:00","David","Central","Technology","Tables","Pen","505.83","6","0.15","150.4","1"
"ORD-2111","2022-02-16 07:00:00","2022-02-17 07:00:00","Alice","South","Office Supplies","Binders","Pen","505.83","6","0.15","150.4","1"
"ORD-2112","2022-02-16 08:00:00","2022-02-17 08:00:00","Eva","East","Technology","Storage","Paper","505.83","4","0.15","150.4","1"
"ORD-2113","2022-02-16 09:00:00","2022-02-17 09:00:00","Bob","East","Technology","Storage","Monitor","505.83","2","0.15","150.4","1"
"ORD-2114","2022-02-16 10:00:00","2022-02-17 10:00:00","Alice","East","Furniture","Binders","Pen","505.83","3","0.15","150.4","1"
"ORD-2115","2022-02-16 11:00:00","2022-02-17 11:00:00","Bob","East","Furniture","Accessories","Desk","505.83","3","0.15","150.4","1"
"ORD-2116","2022-02-16 12:00:00","2022-02-17 12:00:00","Frank","East","Furniture","Tables","Monitor","505.83","8","0.15","150.4","1"
"ORD-2117","2022-02-16 13:00:00","2022-02-17 13:00:00","Charlie","West","Furniture","Binders","Stapler","505.83","6","0.15","150.4","1"
"ORD-2118","2022-02-16 14:00:00","2022-02-17 14:00:00","Eva","Central","Furniture","Binders","Desk","505.83","7","0.15","150.4","1"
"ORD-2119","2022-02-16 15:00:00","2022-02-17 15:00:00","Frank","East","Furniture","Phones","Monitor","505.83","9","0.15","150.4","1"
"ORD-2120","2022-02-16 16:00:00","2022-02-17 16:00:00","Alice","Central","Office Supplies","Accessories","Stapler","505.83","1","0.15","150.4","1"
"ORD-2121","2022-02-16 17:00:00","2022-02-17 17:00:00","Alice","Central","Technology","Binders","Pen","505.83","2","0.15","150.4","1"
"ORD-2122","2022-02-16 18:00:00","2022-02-17 18:00:00","Alice","West","Technology","Tables","Desk","505.83","9","0.15","150.4","1"
"ORD-2123","2022-02-16 19:00:00","2022-02-17 19:00:00","Alice","East","Technology","Chairs","Desk","505.83","5","0.15","150.4","1"
"ORD-2124","2022-02-16 20:00:00","2022-02-17 20:00:00","Alice","West","Office Supplies","Accessories","Stapler","505.83","4","0.15","150.4","1"
"ORD-2125","2022-02-16 21:00:00","2022-02-17 21:00:00","Bob","East","Technology","Phones","Desk","505.83","1","0.15","150.4","1"
"ORD-2126","2022-02-16 22:00:00","2022-02-17 22:00:00","Frank","West","Office Supplies","Storage","Pen","505.83","9","0.15","150.4","1"
"ORD-2127","2022-02-16 23:00:00","2022-02-17 23:00:00","Eva","Central","Office Supplies","Binders","Pen","505.83","9","0.15","150.4","1"
"ORD-2128","2022-02-17 00:00:00","2022-02-18 00:00:00","Charlie","East","Office Supplies","Tables","Pen","505.83","4","0.15","150.4","1"
"ORD-2129","2022-02-17 01:00:00","2022-02-18 01:00:00","Charlie","South","Technology","Accessories","Stapler","505.83","9","0.15","150.4","1"
"ORD-2130","2022-02-17 02:00:00","2022-02-18 02:00:00","Frank","Central","Office Supplies","Tables","Printer","505.83","1","0.15","150.4","1"
"ORD-2131","2022-02-17 03:00:00","2022-02-18 03:00:00","Frank","South","Technology","Tables","Printer","505.83","5","0.15","150.4","1"
"ORD-2132","2022-02-17 04:00:00","2022-02-18 04:00:00","Charlie","Central","Technology","Storage","Desk","505.83","1","0.15","150.4","1"
"ORD-2133","2022-02-17 05:00:00","2022-02-18 05:00:00","Charlie","West","Furniture","Phones","Pen","505.83","4","0.15","150.4","1"
"ORD-2134","2022-02-17 06:00:00","2022-02-18 06:00:00","Bob","Central","Furniture","Accessories","Desk","505.83","5","0.15","150.4","1"
"ORD-2135","2022-02-17 07:00:00","2022-02-18 07:00:00","David","Central","Office Supplies","Binders","Stapler","505.83","3","0.15","150.4","1"
"ORD-2136","2022-02-17 08:00:00","2022-02-18 08:00:00","Eva","West","Office Supplies","Phones","Desk","505.83","2","0.15","150.4","1"
"ORD-2137","2022-02-17 09:00:00","2022-02-18 09:00:00","Alice","East","Technology","Binders","Paper","505.83","6","0.15","150.4","1"
"ORD-2138","2022-02-17 10:00:00","2022-02-18 10:00:00","David","East","Office Supplies","Chairs","Printer","505.83","3","0.15","150.4","1"
"ORD-2139","2022-02-17 11:00:00","2022-02-18 11:00:00","Frank","Central","Office Supplies","Tables","Desk","505.83","1","0.15","150.4","1"
"ORD-2140","2022-02-17 12:00:00","2022-02-18 12:00:00","Charlie","East","Technology","Chairs","Desk","505.83","5","0.15","150.4","1"
"ORD-2141","2022-02-17 13:00:00","2022-02-18 13:00:00","David","Central","Office Supplies","Tables","Monitor","505.83","2","0.15","150.4","1"
"ORD-2142","2022-02-17 14:00:00","2022-02-18 14:00:00","Eva","East","Office Supplies","Storage","Desk","505.83","2","0.15","150.4","1"
"ORD-2143","2022-02-17 15:00:00","2022-02-18 15:00:00","Frank","South","Technology","Phones","Paper","505.83","4","0.15","150.4","1"
"ORD-2144","2022-02-17 16:00:00","2022-02-18 16:00:00","Alice","West","Technology","Binders","Printer","505.83","4","0.15","150.4","1"
"ORD-2145","2022-02-17 17:00:00","2022-02-18 17:00:00","Alice","South","Furniture","Storage","Monitor","505.83","4","0.15","150.4","1"
"ORD-2146","2022-02-17 18:00:00","2022-02-18 18:00:00","Eva","Central","Technology","Binders","Stapler","505.83","7","0.15","150.4","1"
"ORD-2147","2022-02-17 19:00:00","2022-02-18 19:00:00","Eva","South","Furniture","Phones","Stapler","505.83","1","0.15","150.4","1"
"ORD-2148","2022-02-17 20:00:00","2022-02-18 20:00:00","Charlie","Central","Office Supplies","Accessories","Printer","505.83","8","0.15","150.4","1"
"ORD-2149","2022-02-17 21:00:00","2022-02-18 21:00:00","Alice","East","Technology","Chairs","Stapler","505.83","9","0.15","150.4","1"
"ORD-2150","2022-02-17 22:00:00","2022-02-18 22:00:00","Frank","East","Technology","Chairs","Paper","505.83","6","0.15","150.4","1"
"ORD-2151","2022-02-17 23:00:00","2022-02-18 23:00:00","David","Central","Technology","Binders","Desk","505.83","4","0.15","150.4","1"
"ORD-2152","2022-02-18 00:00:00","2022-02-19 00:00:00","Frank","South","Office Supplies","Binders","Printer","505.83","6","0.15","150.4","1"
"ORD-2153","2022-02-18 01:00:00","2022-02-19 01:00:00","Bob","Central","Furniture","Binders","Monitor","505.83","7","0.15","150.4","1"
"ORD-2154","2022-02-18 02:00:00","2022-02-19 02:00:00","Bob","West","Office Supplies","Phones","Desk","505.83","6","0.15","150.4","1"
"ORD-2155","2022-02-18 03:00:00","2022-02-19 03:00:00","Eva","East","Office Supplies","Accessories","Stapler","505.83","1","0.15","150.4","1"
"ORD-2156","2022-02-18 04:00:00","2022-02-19 04:00:00","Charlie","West","Technology","Chairs","Stapler","505.83","5","0.15","150.4","1"
"ORD-2157","2022-02-18 05:00:00","2022-02-19 05:00:00","Bob","South","Furniture","Storage","Monitor","505.83","8","0.15","150.4","1"
"ORD-2158","2022-02-18 06:00:00","2022-02-19 06:00:00","Alice","West","Office Supplies","Tables","Paper","505.83","8","0.15","150.4","1"
"ORD-2159","2022-02-18 07:00:00","2022-02-19 07:00:00","David","West","Technology","Phones","Monitor","505.83","9","0.15","150.4","1"
"ORD-2160","2022-02-18 08:00:00","2022-02-19 08:00:00","Frank","West","Office Supplies","Chairs","Printer","505.83","4","0.15","150.4","1"
"ORD-2161","2022-02-18 09:00:00","2022-02-19 09:00:00","David","West","Office Supplies","Accessories","Monitor","505.83","6","0.15","150.4","1"
"ORD-2162","2022-02-18 10:00:00","2022-02-19 10:00:00","David","East","Technology","Phones","Stapler","505.83","7","0.15","150.4","1"
"ORD-2163","2022-02-18 11:00:00","2022-02-19 11:00:00","Eva","West","Technology","Storage","Paper","505.83","5","0.15","150.4","1"
"ORD-2164","2022-02-18 12:00:00","2022-02-19 12:00:00","David","East","Furniture","Chairs","Paper","505.83","8","0.15","150.4","1"
"ORD-2165","2022-02-18 13:00:00","2022-02-19 13:00:00","Eva","West","Office Supplies","Phones","Pen","505.83","3","0.15","150.4","1"
"ORD-2166","2022-02-18 14:00:00","2022-02-19 14:00:00","Eva","Central","Technology","Chairs","Monitor","505.83","8","0.15","150.4","1"
"ORD-2167","2022-02-18 15:00:00","2022-02-19 15:00:00","Eva","South","Technology","Chairs","Printer","505.83","5","0.15","150.4","1"
"ORD-2168","2022-02-18 16:00:00","2022-02-19 16:00:00","David","Central","Furniture","Accessories","Stapler","505.83","1","0.15","150.4","1"
"ORD-2169","2022-02-18 17:00:00","2022-02-19 17:00:00","David","Central","Furniture","Tables","Desk","505.83","6","0.15","150.4","1"
"ORD-2170","2022-02-18 18:00:00","2022-02-19 18:00:00","Eva","West","Technology","Accessories","Paper","505.83","2","0.15","150.4","1"
"ORD-2171","2022-02-18 19:00:00","2022-02-19 19:00:00","Bob","West","Furniture","Chairs","Monitor","505.83","7","0.15","150.4","1"
"ORD-2172","2022-02-18 20:00:00","2022-02-19 20:00:00","Charlie","West","Technology","Phones","Pen","505.83","9","0.15","150.4","1"
"ORD-2173","2022-02-18 21:00:00","2022-02-19 21:00:00","Charlie","Central","Office Supplies","Storage","Printer","505.83","3","0.15","150.4","1"
"ORD-2174","2022-02-18 22:00:00","2022-02-19 22:00:00","Charlie","South","Furniture","Accessories","Printer","505.83","4","0.15","150.4","1"
"ORD-2175","2022-02-18 23:00:00","2022-02-19 23:00:00","David","Central","Office Supplies","Tables","Stapler","505.83","4","0.15","150.4","1"
"ORD-2176","2022-02-19 00:00:00","2022-02-20 00:00:00","David","South","Office Supplies","Chairs","Paper","505.83","4","0.15","150.4","1"
"ORD-2177","2022-02-19 01:00:00","2022-02-20 01:00:00","Bob","West","Office Supplies","Storage","Stapler","505.83","3","0.15","150.4","1"
"ORD-2178","2022-02-19 02:00:00","2022-02-20 02:00:00","Charlie","East","Technology","Accessories","Pen","505.83","5","0.15","150.4","1"
"ORD-2179","2022-02-19 03:00:00","2022-02-20 03:00:00","Charlie","West","Office Supplies","Accessories","Desk","505.83","9","0.15","150.4","1"
"ORD-2180","2022-02-19 04:00:00","2022-02-20 04:00:00","Eva","South","Office Supplies","Accessories","Desk","505.83","8","0.15","150.4","1"
"ORD-2181","2022-02-19 05:00:00","2022-02-20 05:00:00","David","Central","Office Supplies","Accessories","Desk","505.83","2","0.15","150.4","1"
"ORD-2182","2022-02-19 06:00:00","2022-02-20 06:00:00","Charlie","West","Technology","Storage","Printer","505.83","9","0.15","150.4","1"
"ORD-2183","2022-02-19 07:00:00","2022-02-20 07:00:00","David","Central","Office Supplies","Phones","Paper","505.83","2","0.15","150.4","1"
"ORD-2184","2022-02-19 08:00:00","2022-02-20 08:00:00","Bob","Central","Office Supplies","Tables","Stapler","505.83","7","0.15","150.4","1"
"ORD-2185","2022-02-19 09:00:00","2022-02-20 09:00:00","Frank","Central","Furniture","Tables","Stapler","505.83","5","0.15","150.4","1"
"ORD-2186","2022-02-19 10:00:00","2022-02-20 10:00:00","Frank","Central","Technology","Chairs","Pen","505.83","7","0.15","150.4","1"
"ORD-2187","2022-02-19 11:00:00","2022-02-20 11:00:00","Bob","Central","Office Supplies","Binders","Desk","505.83","5","0.15","150.4","1"
"ORD-2188","2022-02-19 12:00:00","2022-02-20 12:00:00","Frank","Central","Furniture","Phones","Paper","505.83","6","0.15","150.4","1"
"ORD-2189","2022-02-19 13:00:00","2022-02-20 13:00:00","Charlie","Central","Technology","Chairs","Paper","505.83","8","0.15","150.4","1"
"ORD-2190","2022-02-19 14:00:00","2022-02-20 14:00:00","David","Central","Technology","Chairs","Pen","505.83","1","0.15","150.4","1"
"ORD-2191","2022-02-19 15:00:00","2022-02-20 15:00:00","Bob","West","Technology","Accessories","Monitor","505.83","1","0.15","150.4","1"
"ORD-2192","2022-02-19 16:00:00","2022-02-20 16:00:00","Eva","South","Technology","Binders","Paper","505.83","5","0.15","150.4","1"
"ORD-2193","2022-02-19 17:00:00","2022-02-20 17:00:00","Frank","South","Technology","Binders","Paper","505.83","1","0.15","150.4","1"
"ORD-2194","2022-02-19 18:00:00","2022-02-20 18:00:00","Bob","South","Technology","Phones","Stapler","505.83","3","0.15","150.4","1"
"ORD-2195","2022-02-19 19:00:00","2022-02-20 19:00:00","Alice","Central","Office Supplies","Tables","Pen","505.83","9","0.15","150.4","1"
"ORD-2196","2022-02-19 20:00:00","2022-02-20 20:00:00","Alice","East","Office Supplies","Tables","Paper","505.83","7","0.15","150.4","1"
"ORD-2197","2022-02-19 21:00:00","2022-02-20 21:00:00","David","Central","Office Supplies","Binders","Paper","505.83","6","0.15","150.4","1"
"ORD-2198","2022-02-19 22:00:00","2022-02-20 22:00:00","David","Central","Office Supplies","Binders","Stapler","505.83","8","0.15","150.4","1"
"ORD-2199","2022-02-19 23:00:00","2022-02-20 23:00:00","David","East","Furniture","Tables","Paper","505.83","8","0.15","150.4","1"
"ORD-2200","2022-02-20 00:00:00","2022-02-21 00:00:00","David","West","Office Supplies","Tables","Stapler","505.83","6","0.15","150.4","1"
"ORD-2201","2022-02-20 01:00:00","2022-02-21 01:00:00","David","East","Technology","Storage","Monitor","505.83","4","0.15","150.4","1"
"ORD-2202","2022-02-20 02:00:00","2022-02-21 02:00:00","David","Central","Office Supplies","Binders","Printer","505.83","4","0.15","150.4","1"
"ORD-2203","2022-02-20 03:00:00","2022-02-21 03:00:00","Eva","Central","Office Supplies","Binders","Stapler","505.83","4","0.15","150.4","1"
"ORD-2204","2022-02-20 04:00:00","2022-02-21 04:00:00","Eva","West","Technology","Accessories","Stapler","505.83","6","0.15","150.4","1"
"ORD-2205","2022-02-20 05:00:00","2022-02-21 05:00:00","Bob","South","Office Supplies","Binders","Paper","505.83","1","0.15","150.4","1"
"ORD-2206","2022-02-20 06:00:00","2022-02-21 06:00:00","Alice","Central","Office Supplies","Binders","Stapler","505.83","2","0.15","150.4","1"
"ORD-2207","2022-02-20 07:00:00","2022-02-21 07:00:00","David","West","Office Supplies","Tables","Pen","505.83","6","0.15","150.4","1"
"ORD-2208","2022-02-20 08:00:00","2022-02-21 08:00:00","Bob","East","Furniture","Chairs","Desk","505.83","1","0.15","150.4","1"
"ORD-2209","2022-02-20 09:00:00","2022-02-21 09:00:00","David","East","Office Supplies","Phones","Desk","505.83","9","0.15","150.4","1"
"ORD-2210","2022-02-20 10:00:00","2022-02-21 10:00:00","Frank","West","Technology","Chairs","Monitor","505.83","6","0.15","150.4","1"
"ORD-2211","2022-02-20 11:00:00","2022-02-21 11:00:00","Charlie","West","Technology","Accessories","Stapler","505.83","7","0.15","150.4","1"
"ORD-2212","2022-02-20 12:00:00","2022-02-21 12:00:00","Eva","Central","Office Supplies","Chairs","Pen","505.83","1","0.15","150.4","1"
"ORD-2213","2022-02-20 13:00:00","2022-02-21 13:00:00","Frank","East","Office Supplies","Binders","Paper","505.83","8","0.15","150.4","1"
"ORD-2214","2022-02-20 14:00:00","2022-02-21 14:00:00","Alice","West","Office Supplies","Accessories","Paper","505.83","5","0.15","150.4","1"
"ORD-2215","2022-02-20 15:00:00","2022-02-21 15:00:00","Frank","East","Technology","Chairs","Printer","505.83","5","0.15","150.4","1"
"ORD-2216","2022-02-20 16:00:00","2022-02-21 16:00:00","Charlie","West","Technology","Accessories","Monitor","505.83","6","0.15","150.4","1"
"ORD-2217","2022-02-20 17:00:00","2022-02-21 17:00:00","Alice","East","Furniture","Phones","Pen","505.83","7","0.15","150.4","1"
"ORD-2218","2022-02-20 18:00:00","2022-02-21 18:00:00","David","South","Furniture","Chairs","Pen","505.83","7","0.15","150.4","1"
"ORD-2219","2022-02-20 19:00:00","2022-02-21 19:00:00","Eva","Central","Furniture","Storage","Paper","505.83","5","0.15","150.4","1"
"ORD-2220","2022-02-20 20:00:00","2022-02-21 20:00:00","Eva","East","Technology","Binders","Printer","505.83","1","0.15","150.4","1"
"ORD-2221","2022-02-20 21:00:00","2022-02-21 21:00:00","Bob","South","Furniture","Accessories","Paper","505.83","9","0.15","150.4","1"
"ORD-2222","2022-02-20 22:00:00","2022-02-21 22:00:00","Frank","East","Office Supplies","Storage","Printer","505.83","6","0.15","150.4","1"
"ORD-2223","2022-02-20 23:00:00","2022-02-21 23:00:00","David","East","Office Supplies","Storage","Desk","505.83","9","0.15","150.4","1"
"ORD-2224","2022-02-21 00:00:00","2022-02-22 00:00:00","Frank","South","Technology","Tables","Pen","505.83","4","0.15","150.4","1"
"ORD-2225","2022-02-21 01:00:00","2022-02-22 01:00:00","Alice","East","Furniture","Accessories","Desk","505.83","2","0.15","150.4","1"
"ORD-2226","2022-02-21 02:00:00","2022-02-22 02:00:00","Alice","East","Office Supplies","Storage","Paper","505.83","3","0.15","150.4","1"
"ORD-2227","2022-02-21 03:00:00","2022-02-22 03:00:00","David","Central","Technology","Tables","Monitor","505.83","4","0.15","150.4","1"
"ORD-2228","2022-02-21 04:00:00","2022-02-22 04:00:00","Charlie","South","Furniture","Storage","Stapler","505.83","8","0.15","150.4","1"
"ORD-2229","2022-02-21 05:00:00","2022-02-22 05:00:00","Eva","South","Office Supplies","Binders","Monitor","505.83","3","0.15","150.4","1"
"ORD-2230","2022-02-21 06:00:00","2022-02-22 06:00:00","Alice","West","Furniture","Phones","Monitor","505.83","8","0.15","150.4","1"
"ORD-2231","2022-02-21 07:00:00","2022-02-22 07:00:00","Eva","East","Technology","Tables","Stapler","505.83","6","0.15","150.4","1"
"ORD-2232","2022-02-21 08:00:00","2022-02-22 08:00:00","Alice","Central","Furniture","Phones","Pen","505.83","4","0.15","150.4","1"
"ORD-2233","2022-02-21 09:00:00","2022-02-22 09:00:00","Bob","East","Technology","Accessories","Desk","505.83","7","0.15","150.4","1"
"ORD-2234","2022-02-21 10:00:00","2022-02-22 10:00:00","David","East","Furniture","Binders","Desk","505.83","5","0.15","150.4","1"
"ORD-2235","2022-02-21 11:00:00","2022-02-22 11:00:00","Alice","West","Office Supplies","Tables","Pen","505.83","5","0.15","150.4","1"
"ORD-2236","2022-02-21 12:00:00","2022-02-22 12:00:00","Eva","East","Technology","Accessories","Stapler","505.83","9","0.15","150.4","1"
"ORD-2237","2022-02-21 13:00:00","2022-02-22 13:00:00","Bob","Central","Technology","Storage","Printer","505.83","3","0.15","150.4","1"
"ORD-2238","2022-02-21 14:00:00","2022-02-22 14:00:00","Alice","Central","Technology","Chairs","Monitor","505.83","4","0.15","150.4","1"
"ORD-2239","2022-02-21 15:00:00","2022-02-22 15:00:00","Charlie","West","Furniture","Accessories","Paper","505.83","5","0.15","150.4","1"
"ORD-2240","2022-02-21 16:00:00","2022-02-22 16:00:00","David","East","Furniture","Phones","Desk","505.83","1","0.15","150.4","1"
"ORD-2241","2022-02-21 17:00:00","2022-02-22 17:00:00","Alice","Central","Office Supplies","Binders","Pen","505.83","7","0.15","150.4","1"
"ORD-2242","2022-02-21 18:00:00","2022-02-22 18:00:00","Bob","East","Technology","Binders","Paper","505.83","8","0.15","150.4","1"
"ORD-2243","2022-02-21 19:00:00","2022-02-22 19:00:00","Charlie","East","Technology","Accessories","Stapler","505.83","6","0.15","150.4","1"
"ORD-2244","2022-02-21 20:00:00","2022-02-22 20:00:00","Frank","East","Furniture","Storage","Paper","505.83","9","0.15","150.4","1"
"ORD-2245","2022-02-21 21:00:00","2022-02-22 21:00:00","David","West","Furniture","Chairs","Paper","505.83","3","0.15","150.4","1"
"ORD-2246","2022-02-21 22:00:00","2022-02-22 22:00:00","Bob","East","Office Supplies","Tables","Monitor","505.83","2","0.15","150.4","1"
"ORD-2247","2022-02-21 23:00:00","2022-02-22 23:00:00","Charlie","Central","Office Supplies","Accessories","Stapler","505.83","5","0.15","150.4","1"
"ORD-2248","2022-02-22 00:00:00","2022-02-23 00:00:00","Bob","East","Furniture","Accessories","Paper","505.83","9","0.15","150.4","1"
"ORD-2249","2022-02-22 01:00:00","2022-02-23 01:00:00","Charlie","Central","Technology","Binders","Desk","505.83","1","0.15","150.4","1"
"ORD-2250","2022-02-22 02:00:00","2022-02-23 02:00:00","Alice","East","Office Supplies","Phones","Stapler","505.83","1","0.15","150.4","1"
"ORD-2251","2022-02-22 03:00:00","2022-02-23 03:00:00","Charlie","Central","Furniture","Chairs","Desk","505.83","3","0.15","150.4","1"
"ORD-2252","2022-02-22 04:00:00","2022-02-23 04:00:00","Charlie","Central","Furniture","Binders","Pen","505.83","3","0.15","150.4","1"
"ORD-2253","2022-02-22 05:00:00","2022-02-23 05:00:00","David","East","Technology","Accessories","Pen","505.83","5","0.15","150.4","1"
"ORD-2254","2022-02-22 06:00:00","2022-02-23 06:00:00","Charlie","East","Furniture","Binders","Printer","505.83","4","0.15","150.4","1"
"ORD-2255","2022-02-22 07:00:00","2022-02-23 07:00:00","Charlie","Central","Furniture","Binders","Pen","505.83","6","0.15","150.4","1"
"ORD-2256","2022-02-22 08:00:00","2022-02-23 08:00:00","Frank","South","Office Supplies","Tables","Paper","505.83","8","0.15","150.4","1"
"ORD-2257","2022-02-22 09:00:00","2022-02-23 09:00:00","Alice","West","Furniture","Binders","Stapler","505.83","8","0.15","150.4","1"
"ORD-2258","2022-02-22 10:00:00","2022-02-23 10:00:00","David","South","Furniture","Storage","Pen","505.83","4","0.15","150.4","1"
"ORD-2259","2022-02-22 11:00:00","2022-02-23 11:00:00","Frank","South","Office Supplies","Binders","Desk","505.83","1","0.15","150.4","1"
"ORD-2260","2022-02-22 12:00:00","2022-02-23 12:00:00","Eva","East","Technology","Storage","Paper","505.83","7","0.15","150.4","1"
"ORD-2261","2022-02-22 13:00:00","2022-02-23 13:00:00","Alice","West","Technology","Phones","Pen","505.83","6","0.15","150.4","1"
"ORD-2262","2022-02-22 14:00:00","2022-02-23 14:00:00","Alice","South","Office Supplies","Binders","Monitor","505.83","5","0.15","150.4","1"
"ORD-2263","2022-02-22 15:00:00","2022-02-23 15:00:00","Eva","East","Office Supplies","Chairs","Desk","505.83","4","0.15","150.4","1"
"ORD-2264","2022-02-22 16:00:00","2022-02-23 16:00:00","Charlie","South","Technology","Storage","Desk","505.83","6","0.15","150.4","1"
"ORD-2265","2022-02-22 17:00:00","2022-02-23 17:00:00","Frank","South","Technology","Storage","Printer","505.83","8","0.15","150.4","1"
"ORD-2266","2022-02-22 18:00:00","2022-02-23 18:00:00","Bob","East","Technology","Accessories","Monitor","505.83","6","0.15","150.4","1"
"ORD-2267","2022-02-22 19:00:00","2022-02-23 19:00:00","David","Central","Technology","Phones","Printer","505.83","3","0.15","150.4","1"
"ORD-2268","2022-02-22 20:00:00","2022-02-23 20:00:00","Bob","East","Technology","Binders","Pen","505.83","9","0.15","150.4","1"
"ORD-2269","2022-02-22 21:00:00","2022-02-23 21:00:00","Eva","West","Office Supplies","Chairs","Monitor","505.83","3","0.15","150.4","1"
"ORD-2270","2022-02-22 22:00:00","2022-02-23 22:00:00","Alice","South","Furniture","Accessories","Desk","505.83","4","0.15","150.4","1"
"ORD-2271","2022-02-22 23:00:00","2022-02-23 23:00:00","Alice","East","Technology","Phones","Printer","505.83","5","0.15","150.4","1"
"ORD-2272","2022-02-23 00:00:00","2022-02-24 00:00:00","David","Central","Technology","Storage","Paper","505.83","2","0.15","150.4","1"
"ORD-2273","2022-02-23 01:00:00","2022-02-24 01:00:00","Alice","South","Furniture","Chairs","Monitor","505.83","2","0.15","150.4","1"
"ORD-2274","2022-02-23 02:00:00","2022-02-24 02:00:00","Alice","Central","Furniture","Binders","Desk","505.83","6","0.15","150.4","1"
"ORD-2275","2022-02-23 03:00:00","2022-02-24 03:00:00","David","West","Furniture","Tables","Stapler","505.83","2","0.15","150.4","1"
"ORD-2276","2022-02-23 04:00:00","2022-02-24 04:00:00","David","East","Furniture","Tables","Monitor","505.83","1","0.15","150.4","1"
"ORD-2277","2022-02-23 05:00:00","2022-02-24 05:00:00","Frank","Central","Furniture","Phones","Monitor","505.83","8","0.15","150.4","1"
"ORD-2278","2022-02-23 06:00:00","2022-02-24 06:00:00","David","West","Furniture","Chairs","Pen","505.83","1","0.15","150.4","1"
"ORD-2279","2022-02-23 07:00:00","2022-02-24 07:00:00","Eva","East","Office Supplies","Accessories","Paper","505.83","6","0.15","150.4","1"
"ORD-2280","2022-02-23 08:00:00","2022-02-24 08:00:00","David","Central","Furniture","Chairs","Pen","505.83","1","0.15","150.4","1"
"ORD-2281","2022-02-23 09:00:00","2022-02-24 09:00:00","Alice","Central","Furniture","Storage","Monitor","505.83","8","0.15","150.4","1"
"ORD-2282","2022-02-23 10:00:00","2022-02-24 10:00:00","Eva","West","Office Supplies","Tables","Monitor","505.83","5","0.15","150.4","1"
"ORD-2283","2022-02-23 11:00:00","2022-02-24 11:00:00","Frank","East","Furniture","Phones","Paper","505.83","3","0.15","150.4","1"
"ORD-2284","2022-02-23 12:00:00","2022-02-24 12:00:00","Charlie","East","Technology","Binders","Paper","505.83","5","0.15","150.4","1"
"ORD-2285","2022-02-23 13:00:00","2022-02-24 13:00:00","Charlie","Central","Technology","Chairs","Printer","505.83","1","0.15","150.4","1"
"ORD-2286","2022-02-23 14:00:00","2022-02-24 14:00:00","Charlie","Central","Furniture","Tables","Desk","505.83","1","0.15","150.4","1"
"ORD-2287","2022-02-23 15:00:00","2022-02-24 15:00:00","Frank","Central","Office Supplies","Accessories","Desk","505.83","4","0.15","150.4","1"
"ORD-2288","2022-02-23 16:00:00","2022-02-24 16:00:00","Frank","East","Technology","Phones","Printer","505.83","9","0.15","150.4","1"
"ORD-2289","2022-02-23 17:00:00","2022-02-24 17:00:00","Eva","West","Office Supplies","Binders","Desk","505.83","9","0.15","150.4","1"
"ORD-2290","2022-02-23 18:00:00","2022-02-24 18:00:00","Alice","West","Technology","Chairs","Monitor","505.83","1","0.15","150.4","1"
"ORD-2291","2022-02-23 19:00:00","2022-02-24 19:00:00","Eva","East","Furniture","Accessories","Printer","505.83","3","0.15","150.4","1"
"ORD-2292","2022-02-23 20:00:00","2022-02-24 20:00:00","Eva","South","Office Supplies","Binders","Printer","505.83","4","0.15","150.4","1"
"ORD-2293","2022-02-23 21:00:00","2022-02-24 21:00:00","Frank","Central","Office Supplies","Storage","Desk","505.83","2","0.15","150.4","1"
"ORD-2294","2022-02-23 22:00:00","2022-02-24 22:00:00","Charlie","Central","Office Supplies","Tables","Stapler","505.83","7","0.15","150.4","1"
